#Free energies as a function of the reaction coordinate(s) at temperature 1.000000
-177.000000 -177.000000 0.547021
-177.000000 -171.000000 0.90471
-177.000000 -165.000000 0.478464
-177.000000 -159.000000 0.52448
-177.000000 -153.000000 1
-177.000000 -147.000000 0.639495
-177.000000 -141.000000 0.82885
-177.000000 -135.000000 0.483582
-177.000000 -129.000000 0.486776
-177.000000 -123.000000 0.72053
-177.000000 -117.000000 0.509356
-177.000000 -111.000000 0.538993
-177.000000 -105.000000 0.677797
-177.000000 -99.000000 0.359378
-177.000000 -93.000000 0.516763
-177.000000 -87.000000 0.456148
-177.000000 -81.000000 0.354388
-177.000000 -75.000000 0.34944
-177.000000 -69.000000 0.401385
-177.000000 -63.000000 0.816637
-177.000000 -57.000000 0.126448
-177.000000 -51.000000 0.317929
-177.000000 -45.000000 0.370444
-177.000000 -39.000000 0.418199
-177.000000 -33.000000 0.42834
-177.000000 -27.000000 0.169876
-177.000000 -21.000000 0.476199
-177.000000 -15.000000 0.265212
-177.000000 -9.000000 0.124527
-177.000000 -3.000000 0.255798
-177.000000 3.000000 0.232099
-177.000000 9.000000 0.320879
-177.000000 15.000000 0.308676
-177.000000 21.000000 0.397695
-177.000000 27.000000 0.350045
-177.000000 33.000000 0.315284
-177.000000 39.000000 0.127338
-177.000000 45.000000 0.26148
-177.000000 51.000000 0.383792
-177.000000 57.000000 0.35104
-177.000000 63.000000 0.332184
-177.000000 69.000000 0.502731
-177.000000 75.000000 0.357328
-177.000000 81.000000 0.334761
-177.000000 87.000000 0.45209
-177.000000 93.000000 0.40741
-177.000000 99.000000 0.368711
-177.000000 105.000000 0.584012
-177.000000 111.000000 0.697003
-177.000000 117.000000 0.360416
-177.000000 123.000000 0.474798
-177.000000 129.000000 0.691331
-177.000000 135.000000 0.52716
-177.000000 141.000000 0.481046
-177.000000 147.000000 0.581542
-177.000000 153.000000 0.652986
-177.000000 159.000000 0.433515
-177.000000 165.000000 0.796195
-177.000000 171.000000 0.412758
-177.000000 177.000000 0.780005

-171.000000 -177.000000 0.581661
-171.000000 -171.000000 0.639609
-171.000000 -165.000000 0.541472
-171.000000 -159.000000 0.564511
-171.000000 -153.000000 0.838504
-171.000000 -147.000000 0.622841
-171.000000 -141.000000 0.638701
-171.000000 -135.000000 0.722405
-171.000000 -129.000000 0.598308
-171.000000 -123.000000 0.571924
-171.000000 -117.000000 0.547353
-171.000000 -111.000000 0.684192
-171.000000 -105.000000 0.692813
-171.000000 -99.000000 0.508607
-171.000000 -93.000000 0.180842
-171.000000 -87.000000 0.497005
-171.000000 -81.000000 0.444976
-171.000000 -75.000000 0.25882
-171.000000 -69.000000 0.488603
-171.000000 -63.000000 0.497934
-171.000000 -57.000000 0.193957
-171.000000 -51.000000 0.322494
-171.000000 -45.000000 0.230905
-171.000000 -39.000000 0.239424
-171.000000 -33.000000 0.253879
-171.000000 -27.000000 0.360732
-171.000000 -21.000000 0.245417
-171.000000 -15.000000 0.43647
-171.000000 -9.000000 0.326229
-171.000000 -3.000000 0.195214
-171.000000 3.000000 0.380102
-171.000000 9.000000 0.304696
-171.000000 15.000000 0.276639
-171.000000 21.000000 0.213741
-171.000000 27.000000 0.125933
-171.000000 33.000000 0.310433
-171.000000 39.000000 0.457291
-171.000000 45.000000 0.340877
-171.000000 51.000000 0.359477
-171.000000 57.000000 0.226388
-171.000000 63.000000 0.296427
-171.000000 69.000000 0.393463
-171.000000 75.000000 0.239232
-171.000000 81.000000 0.393718
-171.000000 87.000000 0.471665
-171.000000 93.000000 0.636392
-171.000000 99.000000 0.340056
-171.000000 105.000000 0.348593
-171.000000 111.000000 0.362537
-171.000000 117.000000 0.77666
-171.000000 123.000000 0.517195
-171.000000 129.000000 0.55613
-171.000000 135.000000 0.37179
-171.000000 141.000000 0.59886
-171.000000 147.000000 0.623759
-171.000000 153.000000 0.510785
-171.000000 159.000000 0.630087
-171.000000 165.000000 0.615794
-171.000000 171.000000 0.75301
-171.000000 177.000000 0.58868

-165.000000 -177.000000 0.492404
-165.000000 -171.000000 0.609345
-165.000000 -165.000000 0.510327
-165.000000 -159.000000 0.246175
-165.000000 -153.000000 0.601069
-165.000000 -147.000000 0.476616
-165.000000 -141.000000 0.591552
-165.000000 -135.000000 0.659926
-165.000000 -129.000000 0.527159
-165.000000 -123.000000 0.324297
-165.000000 -117.000000 0.322215
-165.000000 -111.000000 0.504054
-165.000000 -105.000000 0.452118
-165.000000 -99.000000 0.339205
-165.000000 -93.000000 0.494877
-165.000000 -87.000000 0.575438
-165.000000 -81.000000 0.27015
-165.000000 -75.000000 0.537905
-165.000000 -69.000000 0.42769
-165.000000 -63.000000 0.316349
-165.000000 -57.000000 0.503037
-165.000000 -51.000000 0.451106
-165.000000 -45.000000 0.291335
-165.000000 -39.000000 0.383162
-165.000000 -33.000000 0.470655
-165.000000 -27.000000 0.330294
-165.000000 -21.000000 0.122428
-165.000000 -15.000000 0.137359
-165.000000 -9.000000 0.34245
-165.000000 -3.000000 0.285072
-165.000000 3.000000 0.32476
-165.000000 9.000000 0.16365
-165.000000 15.000000 0.288867
-165.000000 21.000000 0.313478
-165.000000 27.000000 0.254124
-165.000000 33.000000 0.22641
-165.000000 39.000000 0.214437
-165.000000 45.000000 0.213444
-165.000000 51.000000 0.368554
-165.000000 57.000000 0.335332
-165.000000 63.000000 0.371113
-165.000000 69.000000 0.549466
-165.000000 75.000000 0.27289
-165.000000 81.000000 0.468599
-165.000000 87.000000 0.380578
-165.000000 93.000000 0.436555
-165.000000 99.000000 0.449852
-165.000000 105.000000 0.451458
-165.000000 111.000000 0.509471
-165.000000 117.000000 0.343514
-165.000000 123.000000 0.680442
-165.000000 129.000000 0.49462
-165.000000 135.000000 0.633234
-165.000000 141.000000 0.5134
-165.000000 147.000000 0.633104
-165.000000 153.000000 0.912999
-165.000000 159.000000 0.646942
-165.000000 165.000000 0.634079
-165.000000 171.000000 0.444325
-165.000000 177.000000 0.417

-159.000000 -177.000000 0.371767
-159.000000 -171.000000 0.706684
-159.000000 -165.000000 0.552974
-159.000000 -159.000000 0.753575
-159.000000 -153.000000 0.695983
-159.000000 -147.000000 0.484811
-159.000000 -141.000000 0.420757
-159.000000 -135.000000 0.585324
-159.000000 -129.000000 0.638094
-159.000000 -123.000000 0.305596
-159.000000 -117.000000 0.325231
-159.000000 -111.000000 0.585526
-159.000000 -105.000000 0.39462
-159.000000 -99.000000 0.388594
-159.000000 -93.000000 0.406167
